Date,Ticker,Adj Close,Volume,Log_Return
2019-01-03,AAPL,33.799678802490234,365248800.0,-0.10492425426267124
2019-01-04,AAPL,35.2425651550293,234428400.0,0.04180328986529761
2019-01-07,AAPL,35.164119720458984,219111200.0,-0.0022283528096649135
2019-01-08,AAPL,35.834449768066406,164101200.0,0.01888347811784333
2019-01-09,AAPL,36.442989349365234,180396400.0,0.016839389129084285
2019-01-10,AAPL,36.55947113037109,143122800.0,0.0031911768203644088
2019-01-11,AAPL,36.20052719116211,108092800.0,-0.009866598664388033
2019-01-14,AAPL,35.65616989135742,129756800.0,-0.015151481650495487
2019-01-15,AAPL,36.38593673706055,114843600.0,0.02026014624458505
2019-01-16,AAPL,36.83044052124024,122278800.0,0.012142344709014024
2019-01-17,AAPL,37.04913711547852,119284800.0,0.005920370419655342
2019-01-18,AAPL,37.27733612060547,135004000.0,0.006140469531735051
2019-01-22,AAPL,36.44060897827149,121576000.0,-0.022701747212160017
2019-01-23,AAPL,36.58799362182617,92522400.0,0.004036359410116143
2019-01-24,AAPL,36.2979850769043,101766000.0,-0.007957911262995027
2019-01-25,AAPL,37.50078201293945,134142000.0,0.03259955423040762
2019-01-28,AAPL,37.15372848510742,104768400.0,-0.009297657318796908
2019-01-29,AAPL,36.76864242553711,166348800.0,-0.010418755195732798
2019-01-30,AAPL,39.28121566772461,244439200.0,0.06610105785556898
2019-01-31,AAPL,39.56409454345703,162958400.0,0.0071755717298143925
2019-02-01,AAPL,39.583106994628906,130672400.0,0.0004804326916959816
2019-02-04,AAPL,40.70746612548828,125982000.0,0.028009082311785
2019-02-05,AAPL,41.4039421081543,144406400.0,0.016964577790208577
2019-02-06,AAPL,41.418212890625,112958400.0,0.00034461268514793166
2019-02-07,AAPL,40.633766174316406,126966800.0,-0.01912130886245099
2019-02-08,AAPL,40.6815299987793,95280000.0,0.0011747809380043604
2019-02-11,AAPL,40.44755935668945,83973600.0,-0.005767876666697678
2019-02-12,AAPL,40.79610443115234,89134000.0,0.008580292827164182
2019-02-13,AAPL,40.62661361694336,89960800.0,-0.004163237560253148
2019-02-14,AAPL,40.77462005615234,87342800.0,0.0036364707420880214
2019-02-15,AAPL,40.68391036987305,98507200.0,-0.0022271387244362085
2019-02-19,AAPL,40.80564498901367,75891200.0,0.0029877377330285505
2019-02-20,AAPL,41.06825256347656,104457600.0,0.006414949889338716
2019-02-21,AAPL,40.836692810058594,68998800.0,-0.005654368470956073
2019-02-22,AAPL,41.29267120361328,75652800.0,0.01110402069154254
2019-02-25,AAPL,41.59345245361328,87493600.0,0.0072577304142809
2019-02-26,AAPL,41.61732864379883,68280800.0,0.0005738725325233184
2019-02-27,AAPL,41.74623489379883,111341600.0,0.0030926305755640694
2019-02-28,AAPL,41.33562850952149,112861600.0,-0.009884461194302925
2019-03-01,AAPL,41.77011489868164,103544800.0,0.010456325400364175
2019-03-04,AAPL,41.98019027709961,109744800.0,0.005016717695904288
2019-03-05,AAPL,41.903804779052734,78949600.0,-0.0018212179596099663
2019-03-06,AAPL,41.66269302368164,83241600.0,-0.005770552333314908
2019-03-07,AAPL,41.18046188354492,99185600.0,-0.01164215890763024
2019-03-08,AAPL,41.2783432006836,95997600.0,0.0023740669783383467
2019-03-11,AAPL,42.70831298828125,128044000.0,0.034055600127002046
2019-03-12,AAPL,43.18815612792969,129870400.0,0.011172709102495867
2019-03-13,AAPL,43.37913513183594,124130000.0,0.004412274219538201
2019-03-14,AAPL,43.86136245727539,94318000.0,0.011055238110109366
2019-03-15,AAPL,44.43191909790039,156171600.0,0.01292430347107727
2019-03-18,AAPL,44.885498046875,104879200.0,0.010156649456315746
2019-03-19,AAPL,44.52980422973633,126585600.0,-0.00795603625601207
2019-03-20,AAPL,44.91892623901367,124140800.0,0.008700502777531309
2019-03-21,AAPL,46.57332229614258,204136800.0,0.03616866855173859
2019-03-22,AAPL,45.60884475708008,169630800.0,-0.020926232602476804
2019-03-25,AAPL,45.05739212036133,175381200.0,-0.012164604066822874
2019-03-26,AAPL,44.59186935424805,199202000.0,-0.01038551668316717
2019-03-27,AAPL,44.99292755126953,119393600.0,0.008953770958354592
2019-03-28,AAPL,45.05262756347656,83121600.0,0.00132599595567663
2019-03-29,AAPL,45.34625625610352,94256000.0,0.0064963130708002945
2019-04-01,AAPL,45.654205322265625,111448000.0,0.0067681028501183765
2019-04-02,AAPL,46.31787490844727,91062800.0,0.014432229956760951
2019-04-03,AAPL,46.63538360595703,93087200.0,0.006831604129841273
2019-04-04,AAPL,46.7165412902832,76457200.0,0.0017387473233783758
2019-04-05,AAPL,47.0292854309082,74106400.0,0.006672196764307634
2019-04-08,AAPL,47.769344329833984,103526800.0,0.015613599802159818
2019-04-09,AAPL,47.626094818115234,143072800.0,-0.003003280254704316
2019-04-10,AAPL,47.89345550537109,86781200.0,0.005598045312503163
2019-04-11,AAPL,47.49479675292969,83603200.0,-0.00835870380518056
2019-04-12,AAPL,47.4756965637207,111042800.0,-0.00040223418452341473
2019-04-15,AAPL,47.56163787841797,70146400.0,0.0018085805673663934
2019-04-16,AAPL,47.56641387939453,102785600.0,0.00010041204234339962
2019-04-17,AAPL,48.49267578125,115627200.0,0.019285850297935548
2019-04-18,AAPL,48.66693878173828,96783200.0,0.0035871527102121718
2019-04-22,AAPL,48.82690048217773,77758000.0,0.003281475941192362
2019-04-23,AAPL,49.5311393737793,93292000.0,0.014320149674660911
2019-04-24,AAPL,49.45475769042969,70162400.0,-0.001543284463242067
2019-04-25,AAPL,49.00594329833984,74172800.0,-0.009116683024562802
2019-04-26,AAPL,48.77199172973633,74596400.0,-0.004785374430130969
2019-04-29,AAPL,48.84599304199219,88818800.0,0.0015161412439393574
2019-04-30,AAPL,47.90541458129883,186139600.0,-0.01944381206807113
2019-05-01,AAPL,50.256866455078125,259309200.0,0.04791864617222808
2019-05-02,AAPL,49.9298210144043,127985200.0,-0.006528743700633897
2019-05-03,AAPL,50.55050659179688,83569600.0,0.01235452723906433
2019-05-06,AAPL,49.769866943359375,129772400.0,-0.015563247578324267
2019-05-07,AAPL,48.42820739746094,155054800.0,-0.027327278005999153
2019-05-08,AAPL,48.43775939941406,105358000.0,0.00019722101167101846
2019-05-09,AAPL,47.91733932495117,139634400.0,-0.01080223344521329
2019-05-10,AAPL,47.25351333618164,164834800.0,-0.013950421499992486
2019-05-13,AAPL,44.50717926025391,229722400.0,-0.059876499646026184
2019-05-14,AAPL,45.211727142333984,146118800.0,0.01570599538774207
2019-05-15,AAPL,45.75333404541016,106178800.0,0.01190816113728763
2019-05-16,AAPL,45.55203628540039,132125600.0,-0.004409337269440763
2019-05-17,AAPL,45.293216705322266,131516400.0,-0.0056980474340949504
2019-05-20,AAPL,43.87689971923828,154449200.0,-0.031769300379373276
2019-05-21,AAPL,44.71805953979492,113459200.0,0.018989457284177846
2019-05-22,AAPL,43.8026123046875,118994400.0,-0.02068397931359513
2019-05-23,AAPL,43.054908752441406,146118800.0,-0.01721720844303778
2019-05-24,AAPL,42.88955307006836,94858800.0,-0.0038479707220215233
2019-05-28,AAPL,42.71221923828125,111792800.0,-0.004143233970204054
2019-05-29,AAPL,42.50852966308594,113924800.0,-0.004780290379981843
2019-05-30,AAPL,42.72899627685547,84873600.0,0.00517300573845825
2019-05-31,AAPL,41.95494079589844,108174400.0,-0.018281555299009572
2019-06-03,AAPL,41.53076171875,161584400.0,-0.010161805303357902
2019-06-04,AAPL,43.05011749267578,123872000.0,0.035930561200034676
2019-06-05,AAPL,43.74509811401367,119093600.0,0.016014603333747133
2019-06-06,AAPL,44.38734436035156,90105200.0,0.014574828460347196
2019-06-07,AAPL,45.56880569458008,122737600.0,0.02626900490340205
2019-06-10,AAPL,46.15114974975586,104883600.0,0.0126984771775343
2019-06-11,AAPL,46.68556213378906,107731600.0,0.01151308089770809
2019-06-12,AAPL,46.5369758605957,73012800.0,-0.00318777845394532
2019-06-13,AAPL,46.52740097045898,86698400.0,-0.00020576917820861864
2019-06-14,AAPL,46.18949508666992,75046000.0,-0.007289014068161014
2019-06-17,AAPL,46.465091705322266,58676400.0,0.005948921493617791
2019-06-18,AAPL,47.55787658691406,106204000.0,0.02324610913838098
2019-06-19,AAPL,47.41888427734375,84496800.0,-0.002926871953298175
