Date,Ticker,Adj Close,Volume
2019-01-02,AAPL,37.538818359375,148158800.0
2019-01-03,AAPL,33.799678802490234,365248800.0
2019-01-04,AAPL,35.2425651550293,234428400.0
2019-01-07,AAPL,35.164119720458984,219111200.0
2019-01-08,AAPL,35.834449768066406,164101200.0
2019-01-09,AAPL,36.442989349365234,180396400.0
2019-01-10,AAPL,36.559471130371094,143122800.0
2019-01-11,AAPL,36.20052719116211,108092800.0
2019-01-14,AAPL,35.65616989135742,129756800.0
2019-01-15,AAPL,36.38593673706055,114843600.0
2019-01-16,AAPL,36.830440521240234,122278800.0
2019-01-17,AAPL,37.049137115478516,119284800.0
2019-01-18,AAPL,37.27733612060547,135004000.0
2019-01-22,AAPL,36.440608978271484,121576000.0
2019-01-23,AAPL,36.58799362182617,92522400.0
2019-01-24,AAPL,36.2979850769043,101766000.0
2019-01-25,AAPL,37.50078201293945,134142000.0
2019-01-28,AAPL,37.15372848510742,104768400.0
2019-01-29,AAPL,36.76864242553711,166348800.0
2019-01-30,AAPL,39.28121566772461,244439200.0
2019-01-31,AAPL,39.56409454345703,162958400.0
2019-02-01,AAPL,39.583106994628906,130672400.0
2019-02-04,AAPL,40.70746612548828,125982000.0
2019-02-05,AAPL,41.4039421081543,144406400.0
2019-02-06,AAPL,41.418212890625,112958400.0
2019-02-07,AAPL,40.633766174316406,126966800.0
2019-02-08,AAPL,40.6815299987793,95280000.0
2019-02-11,AAPL,40.44755935668945,83973600.0
2019-02-12,AAPL,40.796104431152344,89134000.0
2019-02-13,AAPL,40.62661361694336,89960800.0
2019-02-14,AAPL,40.774620056152344,87342800.0
2019-02-15,AAPL,40.68391036987305,98507200.0
2019-02-19,AAPL,40.80564498901367,75891200.0
2019-02-20,AAPL,41.06825256347656,104457600.0
2019-02-21,AAPL,40.836692810058594,68998800.0
2019-02-22,AAPL,41.29267120361328,75652800.0
2019-02-25,AAPL,41.59345245361328,87493600.0
2019-02-26,AAPL,41.61732864379883,68280800.0
2019-02-27,AAPL,41.74623489379883,111341600.0
2019-02-28,AAPL,41.335628509521484,112861600.0
2019-03-01,AAPL,41.77011489868164,103544800.0
2019-03-04,AAPL,41.98019027709961,109744800.0
2019-03-05,AAPL,41.903804779052734,78949600.0
2019-03-06,AAPL,41.66269302368164,83241600.0
2019-03-07,AAPL,41.18046188354492,99185600.0
2019-03-08,AAPL,41.278343200683594,95997600.0
2019-03-11,AAPL,42.70831298828125,128044000.0
2019-03-12,AAPL,43.18815612792969,129870400.0
2019-03-13,AAPL,43.37913513183594,124130000.0
2019-03-14,AAPL,43.86136245727539,94318000.0
2019-03-15,AAPL,44.43191909790039,156171600.0
2019-03-18,AAPL,44.885498046875,104879200.0
2019-03-19,AAPL,44.52980422973633,126585600.0
2019-03-20,AAPL,44.91892623901367,124140800.0
2019-03-21,AAPL,46.57332229614258,204136800.0
2019-03-22,AAPL,45.60884475708008,169630800.0
2019-03-25,AAPL,45.05739212036133,175381200.0
2019-03-26,AAPL,44.59186935424805,199202000.0
2019-03-27,AAPL,44.99292755126953,119393600.0
2019-03-28,AAPL,45.05262756347656,83121600.0
2019-03-29,AAPL,45.346256256103516,94256000.0
2019-04-01,AAPL,45.654205322265625,111448000.0
2019-04-02,AAPL,46.317874908447266,91062800.0
2019-04-03,AAPL,46.63538360595703,93087200.0
2019-04-04,AAPL,46.7165412902832,76457200.0
2019-04-05,AAPL,47.0292854309082,74106400.0
2019-04-08,AAPL,47.769344329833984,103526800.0
2019-04-09,AAPL,47.626094818115234,143072800.0
2019-04-10,AAPL,47.893455505371094,86781200.0
2019-04-11,AAPL,47.49479675292969,83603200.0
2019-04-12,AAPL,47.4756965637207,111042800.0
2019-04-15,AAPL,47.56163787841797,70146400.0
2019-04-16,AAPL,47.56641387939453,102785600.0
2019-04-17,AAPL,48.49267578125,115627200.0
2019-04-18,AAPL,48.66693878173828,96783200.0
2019-04-22,AAPL,48.826900482177734,77758000.0
2019-04-23,AAPL,49.5311393737793,93292000.0
2019-04-24,AAPL,49.45475769042969,70162400.0
2019-04-25,AAPL,49.005943298339844,74172800.0
2019-04-26,AAPL,48.77199172973633,74596400.0
2019-04-29,AAPL,48.84599304199219,88818800.0
2019-04-30,AAPL,47.90541458129883,186139600.0
2019-05-01,AAPL,50.256866455078125,259309200.0
2019-05-02,AAPL,49.9298210144043,127985200.0
2019-05-03,AAPL,50.550506591796875,83569600.0
2019-05-06,AAPL,49.769866943359375,129772400.0
2019-05-07,AAPL,48.42820739746094,155054800.0
2019-05-08,AAPL,48.43775939941406,105358000.0
2019-05-09,AAPL,47.91733932495117,139634400.0
2019-05-10,AAPL,47.25351333618164,164834800.0
2019-05-13,AAPL,44.507179260253906,229722400.0
2019-05-14,AAPL,45.211727142333984,146118800.0
2019-05-15,AAPL,45.753334045410156,106178800.0
2019-05-16,AAPL,45.55203628540039,132125600.0
2019-05-17,AAPL,45.293216705322266,131516400.0
2019-05-20,AAPL,43.87689971923828,154449200.0
2019-05-21,AAPL,44.71805953979492,113459200.0
2019-05-22,AAPL,43.8026123046875,118994400.0
2019-05-23,AAPL,43.054908752441406,146118800.0
2019-05-24,AAPL,42.88955307006836,94858800.0
2019-05-28,AAPL,42.71221923828125,111792800.0
2019-05-29,AAPL,42.50852966308594,113924800.0
2019-05-30,AAPL,42.72899627685547,84873600.0
2019-05-31,AAPL,41.95494079589844,108174400.0
2019-06-03,AAPL,41.53076171875,161584400.0
2019-06-04,AAPL,43.05011749267578,123872000.0
2019-06-05,AAPL,43.74509811401367,119093600.0
2019-06-06,AAPL,44.38734436035156,90105200.0
2019-06-07,AAPL,45.56880569458008,122737600.0
2019-06-10,AAPL,46.15114974975586,104883600.0
2019-06-11,AAPL,46.68556213378906,107731600.0
2019-06-12,AAPL,46.5369758605957,73012800.0
2019-06-13,AAPL,46.527400970458984,86698400.0
2019-06-14,AAPL,46.18949508666992,75046000.0
2019-06-17,AAPL,46.465091705322266,58676400.0
2019-06-18,AAPL,47.55787658691406,106204000.0
2019-06-19,AAPL,47.41888427734375,84496800.0
2019-06-20,AAPL,47.79991912841797,86056000.0
2019-06-21,AAPL,47.6369514465332,191202400.0
2019-06-24,AAPL,47.589027404785156,72881600.0
2019-06-25,AAPL,46.867706298828125,84281200.0
2019-06-26,AAPL,47.88140106201172,104270000.0
2019-06-27,AAPL,47.86701202392578,83598800.0
2019-06-28,AAPL,47.43085479736328,124442400.0
2019-07-01,AAPL,48.30078125,109012000.0
2019-07-02,AAPL,48.58357238769531,67740800.0
2019-07-03,AAPL,48.986167907714844,45448000.0
2019-07-05,AAPL,48.94303512573242,69062000.0
2019-07-08,AAPL,47.93413162231445,101354400.0
2019-07-09,AAPL,48.22648239135742,82312000.0
2019-07-10,AAPL,48.70338821411133,71588400.0
2019-07-11,AAPL,48.34870910644531,80767200.0
2019-07-12,AAPL,48.72016906738281,70380800.0
2019-07-15,AAPL,49.177886962890625,67789600.0
2019-07-16,AAPL,49.00773620605469,67467200.0
2019-07-17,AAPL,48.73212814331055,56430000.0
2019-07-18,AAPL,49.28572463989258,74162400.0
2019-07-19,AAPL,48.55000305175781,83717200.0
2019-07-22,AAPL,49.65956497192383,89111600.0
2019-07-23,AAPL,50.04779815673828,73420800.0
2019-07-24,AAPL,50.0070686340332,59966400.0
2019-07-25,AAPL,49.61164855957031,55638400.0
2019-07-26,AAPL,49.7841911315918,70475600.0
2019-07-29,AAPL,50.24910354614258,86693600.0
2019-07-30,AAPL,50.033424377441406,135742800.0
2019-07-31,AAPL,51.0543212890625,277125600.0
